experiment_id,model_family,watermark_method,watermark_params,text_type,attack_name,attack_param,sample_length,perplexity_score,detection_z_score,detection_p_value,is_detected,prompt,generated_text,attacked_text
a81da748a6bd,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,48,15.5234375,3.474396144861517,0.0002560022610949515,0,"If you want to succeed, don’t look back. skills in drawing and painting, I took notice. game, is the utter lack of compromise to the vision they are pursuing. eyes"," are a great thing as well.

The more you learn, the more you know.

I have this idea in mind of being a good painter. But it’s really a vision for being a better artist. I want to use art as a vehicle to educate my younger self.",
029bc0b90c50,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,100,13.859375,6.799001036500849,5.267352994489357e-12,1,"CAPE CANAVERAL, Fla. (AP)  SpaceX has launched a used supply ship on a used rocket to the International Space Station. It’s the second trip to the orbiting lab for"," the privately owned company.

The company said Sunday that Dragon, currently docked with the orbiting lab, flew Saturday to space station to deliver 4,640 pounds of supplies, experiments and technology.

The Dragon is scheduled to return back to Earth next month. The company is working on a reusable launch system that could take passengers on a one-way trip to and from the station one day.

The launch was delayed from the Thursday launch because of the rough seas. The weather was clear Saturday",
1292b0986192,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,85,6.515625,3.401680257083045,0.0003348647245109144,0,"Well, it looks like the Golden State Warriors will just have to make due with four All-Stars on their team and not potentially five. Portland Trail Blazers&apos; All-Star point guard"," Damian Lillard, Denver Nuggets&apos; DeAndre Jordan and Toronto Raptors&apos; Kyle Lowry and Kawhi Leonard will all not be available when the Warriors host the Portland Trail Blazers and the San Antonio Spurs on Monday and Wednesday, respectively.

The Warriors will instead be relying on Andrew Bogut, Kevon Looney and JaVale McGee while Jordan and Lowry are sidelined.

""Obviously, we would've liked for DeAndre to join us this time around,"" Golden State coach Steve Kerr said. ""We're going to mak",
f8a7f72d0e15,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,100,10.8359375,6.169526972391243,3.4247295976230377e-10,1,"Google Music hasn’t been making a lot of noise lately and is, in some ways, in danger of being overshadowed by other cloud music sites. But the Internet giant has"," managed to keep its momentum ticking, thanks to an interesting tie-up with Tidal. Here is everything we know.

Over the last few days the rumour mill has started buzzing that Google has struck a deal with Tidal that would bring its music library and radio stations into the Google Music app. The Google deal reportedly includes a music library that is bigger and more extensive than that available from the music streaming services that already offer over 100 million tracks.

The rumour goes that G",
51f54d161b6e,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,95,15.4296875,6.236413804652249,2.238579112910906e-10,1,"... as the iPhone chips away at RIM dominance | City A.M. STANDARD Chartered is replacing the BlackBerry, currently its standard corporate communications device, with the iPhone, a move that"," will affect the entire telecom industry. Last year, the iPhone was outselling BlackBerry smartphones, despite more BlackBerry devices outselling iPhones worldwide. RIM is struggling to regain market share as Apple develops its own range of smartphones.

Top Google exec fired as antitrust investigation widens | FT COMMENTARY (London, August 23): Eric Schmidt, senior vice president of Alphabet, the parent company of Google, which is one of the targets of the European Union's antitrust investigati",
3ce7f3646be2,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,89,12.71875,4.95800546407708,3.561028040675584e-07,1,EXCLUSIVE: 100 Questions creator Christopher Moynihan has inked a two-script deal with ABC Studios to write and executive produce two comedy projects for the studio. The projects will be co-produced," by 20th Century Fox Television and the studio with Entertainment One Productions.

Moynihan has a rich comedy track record with a career featuring writing credits on “Hot in Cleveland,” “The Cleveland Show” and “Modern Family.” He will be moving to the studio where he will also pen and exec produce “The Secret Life of the Pet Dog,” a comedy about an unusual relationship in which one man and his dog try to save the town’s most iconic pet from a life as a meat shield by enlisting a real-",
194bc37c954e,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,92,8.0234375,4.650874179187245,1.6526547442428475e-06,1,"The body of a woman has been found in a river at a boatyard in Woodbridge, Suffolk. Suffolk Police were contacted at around 10:50am today, by the Coastguard who were"," contacted on behalf of the ambulance service. The circumstances surrounding the woman's death are currently unknown.

At around 9:30am today a woman in her 60s, which appears to be a foreign national, was discovered in a park with a head injury. She was taken to an out-of-hours casualty area of the Royal Victoria Hospital where she was pronounced dead at around 9:35am.

At around 6.30pm, officers attended to reports of a body floating in Waterfront Bay. The victim has not yet been formally iden",
8fe64c367840,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,81,13.6953125,6.158402871356008,3.674111477100866e-10,1,Who are even trying to kid?! Kanye West is - without a shadow of a doubt - THE reason Twitter's where it's at today. And it looks like the Sigma," team isn't sitting back on their laurels, as the rapper recently took to Twitter to reveal that they've finally launched a line of eye masks.

The rapper has, as a result, called for his fans to donate to various eye-care charities, including his own.

""Please join me by donating to @NICHEILDR & @GLOBECARE by simply using #SUMMONME,"" he tweeted.

""Let's show the rest of the world that the good guys win every time.""

The line of eye masks, which come with",
ba0bfdfc531e,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,69,9.46875,5.531726674375733,1.585468724708009e-08,1,"Top performances from Tuesday's high school action. Avery Dyer (Lexington volleyball) – Dyer had 34 assists, four aces, seven digs and three kills as the Lady Tigers beat Hardin County"," 25-18, 25-22 in Anderson.

Rory Bueckman (Southridge soccer) - Bueckman scored three goals to help help Southridge defeat White Oak 6-3. She has three goals and two assists in three matches.

Makenna Fultz (Westover volleyball) - Fultz had eight kills and 11 digs to help Southridge defeat Bellsville 25-9, 25-18 in Lexington.

Brittnie Smith (Westover volleyball) - Smith had 15 assists and 11 digs to help Southridge defeat Bellsville",
4c406edf4e45,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,84,4.4765625,3.396831102433787,0.00034085514668541977,0,TAYCHEEDAH - Two men were seriously injured Thursday night in a head-on crash in the town of Taycheedah. A 35-year-old Fond du Lac man was traveling west about 7:30 p.m.," on U.S. Highway 21 when he lost control of his car and struck a southbound Chevrolet Blazer head-on. The driver of the Blazer, a 28-year-old Fond du Lac man, had to be extricated from his vehicle and suffered serious head injuries. He was treated at a hospital. The man driving the Mustang, identified as a 39-year-old Fond du Lac man, had to be extricated from the car and suffered serious injuries. The driver of the Mustang, identified as a 28-year-old Fond du Lac man",
dc092843ba78,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,95,7.16796875,5.7655666019705505,4.069197705819342e-09,1,"Following recent upgrades in other markets, Comcast announced this week that it has boosted the speed of three broadband tiers in Portland, Salt Lake City, Seattle, Denver and Colorado Springs.","

Comcast, the largest cable company in the U.S. with more than 16 million customers in 11 states including most of Oregon, said that the speed enhancements were made ""in conjunction"" with its competitors to better help them compete on speed.

The speed enhancements are as follows:

* Comcast has launched a 60 Mbps tier priced at $30 per month in Portland and Salt Lake City;

* Comcast has launched a 30 Mbps tier priced at $16 per month in Seattle;

* Comcast has launched a 10 Mbps tier priced a",
ee3ecd4b0948,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,76,9.15625,5.965952781626132,1.2160530774561926e-09,1,A Charlotte cancer patient and his Oncologist just finished one of the most iconic marathons in the country. Wayne Moorehead continues to inspire as he learns to walk without help," and shares his story of recovery with fellow patients.

By
CALENDAR

To say Wayne Moorehead has overcome major obstacles is one of the greatest understatement ever.

In December 2002, the 46-year old Charlotte cancer patient was told he had only a few months left to live.

“My hair had all disappeared,” Moorehead said. “The doctor said ‘You have cancer, we don’t know if it’s cancerous or not but it’s going to kill you.’ And all of",
14cfafbf7e62,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,4,9.0546875,5.495843982071254,1.9442309078732065e-08,1,"According to the relevant laws and regulations, search results for “constitutional government” cannot be displayed. As of January 6, the following search terms are blocked on Sina Weibo (not including"," “constitutional government”):

经济省应该国内组织符合权利省外相载工作组织组织保证技术立节 登入成此事在贵来应该服務基立中心贵来应该",
e3037eae4049,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,90,12.421875,5.979695373240744,1.1177764430390499e-09,1,"RANGERS general manager Doug Melvin, whose team has been in last place since June 11, said he is more interested in signing closer John Wetteland to a contract extension than"," he would be in signing Derek Holland in free agency.

The Rangers are working on extensions for all of their major free agents, as Wetteland, Holland and veteran reliever Sergio Santos, along with shortstop Elvis Andrus, have been re-signed already. But the negotiations are not yet over with some players still on the market, such as first baseman Adrian Beltre and catcher Jonathan Lucroy, along with some lower-tier free agents such as catcher Ivan Rodriguez and outfielder Brandon Belt.

""We thi",
83da58c75c5c,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,78,13.328125,7.19290373059934,3.1713833439101965e-13,1,"Singer Carrie Underwood, former American Idol champ and Almay makeup spokesperson, posted an Instagram pic on Friday that showed off her flawless skin and adorable dog. ""Cloudy but no rain"," for my Friday! #MondayMorning,"" she captioned the snap, which showed Underwood lounging on a white cushion.

The 38-year-old pop star has become a huge animal lover recently, and even adopted a rescue dog, Bentley.

""It was such a relief to me and Bentley to get a rescue dog,"" she said in September. ""A rescue is not like an older dog. He's a puppy! He's so adorable. You really don't see as many small ones. He's 10 weeks old.""",
e25c1e7724b8,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,94,16.171875,6.434283176858165,6.202869353573684e-11,1,"O2 chief executive Ronan Dunne is exploring a debt-fuelled £8.5bn management buyout attempt following the collapse of CK Hutchison’s takeover bid for the mobile operator, The Daily Telegraph can revea","

O2 is understood to be in discussions with a handful of investors on the basis that one of them can pay for a 30% stake and another 40% – as well as a management buyout from Mr Dunne.

The company has hired an investment bank to pursue discussions.

CK Hutchison withdrew its surprise $12.5bn acquisition bid for O2 on Monday after months of legal and regulatory wranglings in Europe, where the deal has faced opposition from the German authorities who accused O2 of acting like a monopoly and call",
761286f29ea4,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,107,10.6015625,7.354205419309253,9.603308672387161e-14,1,"An average of five lakh Indians die every year, hoping, praying and waiting for organs. Even though they know the shortfall of organs is acute, they have no option. They"," have to sell what might be just a few vital tissue cells for the good of their families and save themselves from a death sentence. In many ways, this is almost a religious journey of despair.

In many ways, this is almost a religious journey of despair. In many ways, this is almost a religious journey of despair.

Some patients die because they do not know what is happening to their body after their death. Others die because they cannot understand how all that is happening to their body was not",
e02e0e5ba8d0,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,84,6.6953125,4.752708206288037,1.0035495510992918e-06,1,"MEMPHIS, Tenn. — One person is in critical condition after a shooting Monday in the Goodwill Village Apartments in North Memphis. Officers responded to the shooting call on Goodwill Lane"," near the North Main entrance around 5 a.m.

One person was transported to an area hospital in critical condition, according to Memphis police.

Officers were able to make contact with the person’s family members after the incident.

“The situation is still active and the victim is still being treated for his gunshot wounds,” said Lt. Brandon Hill.

It’s unknown if the victim is part of the community, or was in the area when the incident occurred.

“They’re still out here trying to get informati",
e56b778e8cc2,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,94,15.1328125,6.034305596893254,7.982384607842256e-10,1,Boots advent calendar is so popular it has a waiting list! This £40 Boots advent calendar is so popular it has a waiting list. If you'd rather swap your daily," sugar fix in the form of a chocolate bar rather than in your stocking, this advent calendar has plenty of opportunity for that (only in the UK and the US, though – read the rest of this page). With nine chocolate surprises waiting inside each of the eight different sized boxes, Christmas may be just around the corner. We've chosen the chocolate options to suit a chocolate-lover:

Each box contains 24g of dark, chocolaty goodness including: three bars of dark chocolate, two bars of dark chocolat",
08eafcb15593,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,94,17.109375,7.305369330337213,1.3825308943268444e-13,1,"The May 20-22 American Renaissance conference in Tennessee (registration details here) is reportedly rapidly selling out, so I should probably have said earlier that Lydia and I will be attending",". We are expecting to hear several speakers including Chris Kyle (RIP), Mark Levin, Tomi Lahren, Jordan Peterson, John McWhorter, Sean Hannity and so forth.

If you are a college professor or an adult political figure, it may not be possible to attend—there’s a strong bias against conservative (and especially white) professors at American colleges. But, as they do, conservative professors must not let their political convictions get in the way of their speaking and writing about our political cu",
a802091c0eff,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,86,10.3359375,6.368783518755519,9.5266653413243e-11,1,"Turkey on Friday said Syrian government forces should not be allowed in Manbij as US troops withdraw, as proposed by a US-backed Kurdish militia which is viewed as a terror"," affiliate by Turkey.

The militia had asked for the US troops to remain, in what would amount to an encirclement of the Kurdish enclave of Manbij, about 15 km from the Turkish border.

“On all fronts… we are clear that we do not allow that,” Foreign Minister Mevlut Cavusoglu said in Turkey’s capital Ankara, referring to Kurdish militants operating in Syria.

US troops withdrew “a small number” of soldiers from northern Syria last week in line with a Pentagon decision to get all troops out of",
e2f4a6016bd3,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,98,20.328125,6.434283176858165,6.202869353573684e-11,1,"For her visit to Greece, Angela Merkel's soft green jacket should have been just the right colour choice to convey a sense of calm. That is, if it wasn't the"," same shade worn by the new German Chancellor.

Merkel stepped into the European Union to find a divided continent, one that had already seen some of the continent's strongest economies fall back on ""rebalancing,"" an attempt to stimulate growth by selling European bonds. In a nation where people are increasingly alarmed about runaway energy and food prices, the debt was politically perilous. The result has been a fragile recovery -- and a European Union at war.

Story continues below advertiseme",
6c02cb72aaf0,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,92,12.3046875,5.562630415806639,1.3286914889655926e-08,1,A county council by-election for Northgate and West Green will be held on the same day as Crawley Borough Council elections next month. A ‘widely respected’ Labour county councillor has," died

The area was part of the Parliamentary seat until 2019, the day after Labour won a landslide election.

Wearside West Parish Council is being held by Labour, as was West Green Parish Council until the seat was abolished.

Councillor John Lewis died on Monday and the funeral has now taken place at his home in Huyton.

He was a well-known member of the community and a Labour member of the district council since 2001.

John Lewis, who was 63, died after being badly hurt in an incident in Huy",
1da46fd9765f,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,91,11.8984375,5.883484054145521,2.0085940772226563e-09,1,"Entries are now open for the well loved and much anticipated Helen’s Trust 10k and 3k fun run at Chatsworth. The event takes place this year on Sunday, May 3,"," in beautiful Chatsworth.

The race will start with a 5k warm up at 10am and the 5k race will take place at 11.00am. The 3k run, which follows the 5k, will start at 11.00am.

Entry is still available on the day of the event – and there is also an exciting new event – the wheelchair team relay race for runners of all abilities!

If you would prefer to make your running time a bit more comfortable you can choose from a range of easy, fast and even a tough challenge.

",
cd39531d0d22,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,93,16.421875,4.840705778337745,6.468940293941927e-07,1,"Against Michigan State last season, McSorley threw an uncharacteristic three interceptions — but the number is misleading, as two were no fault of McSorley’s. One came when the intended target"," had a clear shot to make a play (and was flagged for unsportsmanlike conduct) and the other was a ball bounce that was picked off, allowing Michigan to make the game-tying field goal — both in key moments for the game.

The third interception of the game was an unfortunate turn of events that turned momentum to Michigan’s side.

In other words, this past weekend, the Ohio State’s quarterbacks combined for just 12 completed passes and an interception. Granted, this includes two throw-ins thrown ",
999a50b6d438,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,95,12.0390625,6.047431568147635,7.358657239940167e-10,1,Buy Dr. Reddy's Laboratories Ltd. at a price target of Rs 2555.0 and a stop loss at Rs 2430 from entry point. Chandan Taparia of Motilal Oswal Securities has a," buy rating on the stock with a target price of Rs 2427 per share. ""The stock is trading at an 11.6 times P/S multiple which is attractive due to its good financials and a strong brand positioning,"" Taparia wrote in his report to clients.
The company is well placed in the near- to medium-term to generate attractive returns through its leadership position in its targeted therapeutic area of ophthalmology and other indications, it said.
The company has introduced a strong brand positioning, which ",
08dc0baada29,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,99,13.59375,7.559289460184544,2.0263855263370267e-14,1,"""Yes but in another 15-20 years time, a well made Swiss watch that has been looked after will still hold its value and may have even increased its worth, unlike"," modern watches.""   I don't think so.
You could be right but it is something that doesn't seem that unlikely to me.
What's more likely is that modern Swiss watches will be as expensive as vintage ones with the same technology. Not to mention more durable.
i think that depends on which Swiss watches you are getting. There are not any modern Swiss watches that hold up to their vintage counterparts. I can't speak for the new ones.
If you can't make any assumptions on a watch based purely on the age",
074200c74f13,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,101,11.78125,5.687367919007337,6.450615664760978e-09,1,"Commercial development site on Sharon Avenue and with access off of Evergreen Street. Great exposure as traffic heads east on Sharon Avenue and near other shopping, businesses, banks etc. Excellent"," potential for retail, office and residential development and an ideal setting in the town center and with easy access to all town services.

Description

This is an exclusive site on the southwest corner of Sharon Avenue and Evergreen Street. The property consists of the three parcels of the site and the single parcel of the building on the corner. The property's frontage runs across from Evergreen Street and the parcel directly north of the parcel is also zoned commercial. There are a few vaca",
695811445f2f,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,97,16.390625,6.4835456068700275,4.479588949941874e-11,1,"The Navodaya Vidyalaya Samiti (NVS) has released the notification for the recruitment to posts such as principal, post graduate teacher in jawahar navodaya vidyalayas and assistant commissioner, assis"," in education department. Candidates interested for the posted can download and download the notification at official website of NVS, nvsukarnala.com.

The post candidates can go for the written examination which is scheduled to be conducted in different date of March 19th 2019 and March 31st 2019. The written examination consist on 10 sections. The first section is on the general knowledge. The second section is general typing test. The last three are English comprehension and descriptive answe",
cb5de06507f7,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,84,10.5234375,6.3508529610858835,1.0706215271927603e-10,1,OLD PIKE PLANTATION – COUNTRY LIVING AT ITS FINEST. This remarkable 5 BR / 3 BA home sits on 3.78 tranquil acres. The thoughtfully-designed open floor plan makes for a," comfortable country living environment, featuring floor-to-ceiling windows and many skylights offering the home’s magnificent views of the surrounding landscape.

The modern open-concept floor plan provides great design flow throughout with a light and bright open kitchen, which opens into the great room.

The master retreat is located on the first floor with a walk-in closet, large master bathroom with granite and white-glaze tile, over-sized master shower and water closet, large walk-in close",
2b51266832d9,facebook/opt-1.3b,KGW,"gamma=0.5, delta=2.0, z_threshold=4.0, seeding_scheme=simple_1",generated_watermarked,Clean,N/A,102,19.3125,5.4596098257605625,2.3859104235661125e-08,1,"Ljubljana, 9 January - Leader of the opposition Positive Slovenia (PS) Zoran Janković again rebuffed corruption allegations against him on Wednesday, telling a press conference that the assets he supp"," owns in the United Kingdom were acquired legally, in accordance with European laws.

""In my many years of professional life I have never hidden any of the material possessions which I have acquired abroad and they do not belong to me through unlawful means,"" he told the press conference in front of the party headquarters.

Janković also repeated his pledge that the party will stand for national vote even though his party never had any chance of success in the current Slovenia's polls.

""There i",
